"probe","HR","CI_lower","CI_upper","p_value"
"ILMN_2149164",1.11452612146169,1.02684918755134,1.20968930051214,0.0094920265334643
"ILMN_1663919",1.06771435156744,1.0160414996134,1.12201513124892,0.00963136228005792
"ILMN_1680110",1.15767807858067,1.03570775447641,1.29401226150302,0.0099467376131294
"ILMN_2114720",1.13261571928254,1.02968913220918,1.24583073418833,0.0104104734584198
"ILMN_1723684",1.12556368204457,1.02802871554956,1.23235234889375,0.0105352129924486
"ILMN_2148527",1.09832122199274,1.02169351836855,1.18069605512019,0.0110335024559337
"ILMN_1693338",1.13985357893041,1.03034919772699,1.26099596551027,0.0110794592259665
"ILMN_2067890",0.866017694542865,0.774601490088271,0.968222572326672,0.0114917579552946
"ILMN_1716246",1.14548967619694,1.03025153768053,1.27361770430151,0.0120416253439497
"ILMN_1676256",1.13026471928814,1.02708348602082,1.24381158207193,0.0121710570612054
"ILMN_1672536",1.14441154109695,1.02924081207996,1.27246972722468,0.0126819553760972
"ILMN_1808677",0.87133928954233,0.78115011739599,0.971941424051855,0.0134918216250183
"ILMN_2387105",1.13568845931604,1.02652195020354,1.25646439062302,0.0135998906702065
"ILMN_1737817",0.915941951554017,0.85410951419217,0.982250688789099,0.0138084667898794
"ILMN_1723847",1.1425757369571,1.02732517412513,1.27075569407204,0.0140123452701477
"ILMN_1745356",0.891215981387743,0.812823369409392,0.977169155530115,0.0142205002494322
"ILMN_2163873",1.12591247623082,1.02186191384417,1.24055793347194,0.0165239151348477
"ILMN_1687757",1.13776555182449,1.02295226593709,1.26546515807619,0.0174006912800391
"ILMN_2219002",1.10434305961818,1.01538527972767,1.20109441970039,0.0205402328643253
"ILMN_1706390",1.13134234255048,1.01889191286916,1.25620341066733,0.0208662075414354
"ILMN_1761946",1.12254622867138,1.01745948339291,1.23848669757567,0.0211580340307673
"ILMN_1703864",1.13301361887104,1.01668411816734,1.26265359870209,0.0238609721294327
"ILMN_1782596",0.885326471412846,0.794923224163782,0.986010896598022,0.0266672023958291
"ILMN_1733415",1.13011578283223,1.01417310003031,1.25931330910702,0.0267718592897843
"ILMN_1688423",1.12753507136741,1.01325222595211,1.25470766764799,0.0277039785573584
"ILMN_2108735",1.11024343987735,1.01134343519022,1.2188149474257,0.0280235514979065
"ILMN_2125395",0.910035757828283,0.83653047543519,0.989999892227787,0.0282429464766897
"ILMN_1739001",1.13117257047012,1.01282412198898,1.26335002929354,0.0288157889665418
"ILMN_2169801",1.11710790969307,1.01069352361715,1.2347265048584,0.0301389997545986
"ILMN_1661078",0.937547863992271,0.883504648081239,0.994896856723322,0.0332625855079427
"ILMN_1683194",1.12218010690289,1.0087966540096,1.24830726521879,0.0339082832187888
"ILMN_2346339",1.1160236992981,1.00813255261224,1.23546144221581,0.0343327332170874
"ILMN_1680757",0.894658980731275,0.806901483927118,0.991960862319372,0.0345804546730843
"ILMN_1661733",1.1157970717306,1.00762059400694,1.23558719689487,0.0352119742882296
"ILMN_1712522",1.08396536244581,1.00524150815277,1.16885434739103,0.0360911569683146
"ILMN_1753449",1.08557783031137,1.00530525190937,1.17226009057972,0.0361710515534535
"ILMN_1700541",1.10410621921129,1.00571551011571,1.2121226440674,0.0375549475555609
"ILMN_1676413",0.891231554903523,0.799202086754793,0.993858371517807,0.0383787180709848
"ILMN_1666536",1.07842071036171,1.00311531646804,1.15937939481568,0.0409317096597829
"ILMN_1680424",1.10956313121409,1.00396713938655,1.22626557568595,0.0415902906258342
"ILMN_1680274",0.931011464877568,0.8688656568334,0.997602265570587,0.0425490897247055
"ILMN_1755897",0.896784124052914,0.806791257518132,0.996815170788186,0.0434744784380147
"ILMN_2350634",1.10878524900227,1.00264943057993,1.22615611290374,0.0442683368834757
"ILMN_1701007",1.09958217894007,1.00159216015348,1.2071589778192,0.0462169405239955
"ILMN_1808405",0.908911705083092,0.826888136418653,0.999071641316655,0.0477881142174133
"ILMN_1719250",1.12577506868999,1.0011522217116,1.26591089526548,0.0477891697168422
"ILMN_1713995",1.09521904304275,1.00075581744356,1.19859883033968,0.048107507360647
"ILMN_1791759",0.907233020890759,0.823687298197961,0.999252696982538,0.0482491966875783
"ILMN_1704861",0.899841061005577,0.809780893659208,0.999917312710031,0.0498164239297695
"ILMN_1701308",1.12130871257731,0.998976473121837,1.25862146179738,0.0520614531768015
"ILMN_1773337",1.07355595291074,0.99932828800537,1.15329706750371,0.052183289552775
"ILMN_1743797",0.921511889089001,0.848461752790964,1.00085143371406,0.0524036598525389
"ILMN_2249018",0.904734999186897,0.817108033950026,1.00175911231314,0.0540813653746508
"ILMN_1771538",1.08152925058859,0.998575145896034,1.17137455772457,0.0542319287632506
"ILMN_1766551",1.10596244571143,0.99781729470046,1.22582855380472,0.0550628905735389
"ILMN_2167805",1.11188149873392,0.997632826671043,1.23921390132286,0.0552179508234875
"ILMN_1805410",0.908762692918814,0.82344087009465,1.00292523972745,0.0571801052523542
"ILMN_2181892",1.10936249507848,0.995765025238568,1.23591923224247,0.05970024998231
"ILMN_1721354",1.06180578167958,0.996100004413368,1.13184571128695,0.0657532959045566
"ILMN_2382679",0.95580402769899,0.910867187396763,1.00295778792575,0.0657987655032297
"ILMN_1774265",0.904749224901383,0.812711946207308,1.00720945936588,0.0674359602991341
"ILMN_1780255",1.06732823229959,0.995321441272154,1.14454437353196,0.0674884367399569
"ILMN_2136147",1.09508567010422,0.992744790454896,1.20797674930945,0.0695951749841766
"ILMN_2083066",0.913806186551742,0.829024021480034,1.00725880667421,0.0696144169454638
"ILMN_2193233",0.906614874658708,0.815281878421494,1.00817956673322,0.0703530040835466
"ILMN_2321153",1.09905879122102,0.991641603667635,1.2181116868157,0.071853999014115
"ILMN_2066060",0.931536247419738,0.861674670595557,1.00706195721998,0.0745744988596848
"ILMN_1678049",0.897788472157559,0.795425866148504,1.0133240255837,0.0808633272174168
"ILMN_1805665",1.10011228373219,0.987399831498221,1.22569094931088,0.083617002569042
"ILMN_2412046",1.09872673233121,0.987381832344325,1.22262775432375,0.0841555852424445
"ILMN_1731206",1.0909850326329,0.988284229842529,1.20435832677271,0.0842816634671846
"ILMN_1691264",0.908326556707427,0.813980191404776,1.01360836827746,0.0857183229255633
"ILMN_2161577",1.09412494632955,0.98742729121694,1.21235194614206,0.0857393186168894
"ILMN_2383229",0.907366187937842,0.812062324610482,1.01385493953037,0.0859854472000133
"ILMN_1673639",1.09794499380292,0.986770114612341,1.22164543855331,0.0862556506102391
"ILMN_1768227",1.08975241608838,0.986891469446236,1.20333427244722,0.089291756850193
"ILMN_2181064",0.909686554882118,0.815184652244942,1.01514377859588,0.0907565920216541
"ILMN_1813530",1.09805357992498,0.984369788891879,1.2248665877316,0.0934482217258961
"ILMN_1682226",0.913418097140501,0.821491579154167,1.01563137268288,0.0942490619959114
"ILMN_1718552",0.917624251792131,0.829670385396413,1.01490216150688,0.0944734618562747
"ILMN_1675706",1.0859617257865,0.985625441716076,1.19651220429121,0.0954605756633253
"ILMN_1651354",1.07072147732884,0.987376422116727,1.16110174026185,0.0983847742113183
"ILMN_1704537",1.09232478941922,0.982943242539533,1.21387827286656,0.100918002328542
"ILMN_1722713",1.09001129838662,0.982749199314754,1.20898051246335,0.102942671282537
"ILMN_2234697",1.06691599593334,0.986902726781442,1.15341635146837,0.10341298145249
"ILMN_1763196",1.06266768113482,0.987683962163469,1.1433440693467,0.10351108915734
"ILMN_1667018",0.914731773054465,0.821458811806745,1.01859546042853,0.10432795225439
"ILMN_1795342",1.08731797624464,0.981554599576485,1.20447745033731,0.108844378399575
"ILMN_1715169",0.947354253299241,0.886698362827169,1.01215939813244,0.109157144932455
"ILMN_1759910",1.0820932415539,0.982281693533764,1.19204683455335,0.110058735498466
"ILMN_1739813",1.08709502832265,0.980829059836475,1.20487417124535,0.111570839917083
"ILMN_1678859",0.91299697393384,0.816085503195273,1.02141683824629,0.11186462187517
"ILMN_1682015",1.07710860059127,0.981766147731033,1.18171006420312,0.116219617805532
"ILMN_1748303",1.04232738153283,0.989734030725256,1.09771548372137,0.116563478273589
"ILMN_1749114",0.932153674776866,0.853495856478317,1.01806056444761,0.118278254587883
"ILMN_1731547",0.92897324839691,0.846293072018925,1.01973101845008,0.121343478814074
"ILMN_1693192",1.04906985950062,0.985990797217302,1.11618442405208,0.13000437900453
"ILMN_1775830",1.06439547015481,0.981345776934085,1.15447352351747,0.132148764788183
"ILMN_1743145",0.924975749175759,0.835615852626063,1.02389170080301,0.132450050713732
"ILMN_1678841",0.935931476276526,0.858465532851738,1.02038776720048,0.133063881568986
"ILMN_1712360",1.07754529188547,0.977212011594032,1.18818009018386,0.134204060687283
"ILMN_1733998",1.07708040478078,0.977296303473929,1.18705268222033,0.134392104394472
"ILMN_1713124",1.09201493452655,0.973041920957255,1.22553467794674,0.134742832832559
"ILMN_1771482",0.940456179455755,0.867716164723614,1.01929393669672,0.134989828174264
"ILMN_1733042",1.08528638371229,0.974818562853319,1.20827257456374,0.135086992473348
"ILMN_2376313",1.05119704661484,0.984549758489356,1.12235590053594,0.13515830504035
"ILMN_1788874",1.05989688253429,0.981705245437966,1.14431638908553,0.136811757324867
"ILMN_1695891",0.937523094897862,0.861088580165722,1.0207423181686,0.137055897174804
"ILMN_1806310",0.930288258193233,0.844726692641339,1.02451627357259,0.142114061581585
"ILMN_1723412",0.934749358938989,0.854099887555453,1.02301425953545,0.142717616224572
"ILMN_2374449",1.06169655280682,0.9795254640193,1.15076086497703,0.145210106416148
"ILMN_1792404",1.05013328780423,0.982667050253772,1.12223150442434,0.148768666000083
"ILMN_1653579",0.930305085549997,0.843258015184837,1.02633777161369,0.149491471791429
"ILMN_1678947",0.920783275188844,0.822886332264075,1.03032679803389,0.150133319654462
"ILMN_1699243",1.04298826533937,0.984754369795963,1.10466584866337,0.151033071832683
"ILMN_1740586",0.952004953752583,0.889748350544156,1.01861771523956,0.154038861131774
"ILMN_1671058",0.93410414151044,0.849596289036707,1.02701784182258,0.158843746087856
"ILMN_1679194",0.928813758456775,0.837743268165111,1.02978445865419,0.160745678051268
"ILMN_1747716",0.945425017221802,0.873852077363693,1.02286014571873,0.162337618418906
"ILMN_1759089",0.943276462276687,0.869006290418955,1.02389418131399,0.162820033166195
"ILMN_2100437",1.0819390453855,0.967993426570103,1.20929756938274,0.165421378232656
"ILMN_1813704",1.06842749356387,0.972195407096353,1.1741850462065,0.169305395026487
"ILMN_2072178",1.07659501818886,0.968633694534839,1.1965894225326,0.171030591582018
"ILMN_1782004",1.07457893675116,0.96934100139384,1.19124218376078,0.171360660463441
"ILMN_1776519",1.07589572445207,0.968258987661813,1.19549792425841,0.173756667293984
"ILMN_2331231",0.934517242188947,0.847522976580417,1.03044106187199,0.1743068032987
"ILMN_2162972",0.941215626542717,0.862360676487076,1.0272811363071,0.174755650296065
"ILMN_1696590",1.07378468500694,0.96871129569908,1.19025508928682,0.175429864938202
"ILMN_2154322",1.07553392072212,0.96743297192668,1.19571406825234,0.177861857907494
"ILMN_1815619",0.955243794268033,0.893525168265983,1.02122552211754,0.17905848157617
"ILMN_1713529",1.07416923776011,0.96745850334799,1.19265017296055,0.180156467934543
"ILMN_1747546",1.07709406308795,0.966004174819426,1.20095922044662,0.181147109239101
"ILMN_1772951",0.929689239752518,0.835462283338321,1.03454350932274,0.181177239606068
"ILMN_1769129",1.06125018244077,0.972559847586095,1.15802842624641,0.18183818763808
"ILMN_2331232",0.933411431757181,0.843569906210139,1.03282122147913,0.182019930172857
"ILMN_1712721",0.922046513748963,0.818300254312395,1.03894599694461,0.182648682954596
"ILMN_1757099",0.931370513018465,0.838748808677227,1.03422028567566,0.183391729322174
"ILMN_1752592",0.93221863690843,0.840040872811565,1.03451107574185,0.18640543371293
"ILMN_1800091",1.07186302718812,0.966055008223585,1.18925976189027,0.190623609441452
"ILMN_2175317",0.935385280962823,0.846227172987346,1.03393704642357,0.191217406435536
"ILMN_1739144",0.938532690236449,0.853316488949278,1.0322589825108,0.191469603120992
"ILMN_1659984",0.948401039336125,0.875666614086608,1.02717691521454,0.193142051817312
"ILMN_2188862",1.07874840286702,0.961919508025512,1.20976662494018,0.19492851630309
"ILMN_1689146",1.04422157450113,0.977702673437183,1.11526615020929,0.197562990943859
"ILMN_1652199",0.958103527533915,0.897038924525351,1.02332501341416,0.202740830554373
"ILMN_1699214",0.957100490710416,0.894450426466101,1.02413875851938,0.204283159902273
"ILMN_1671365",0.933584761554516,0.839234799393787,1.03854190464502,0.20612904932676
"ILMN_1734878",0.940807818581769,0.854183633312937,1.03621670678899,0.215676228688357
"ILMN_1698804",0.952670567183851,0.88198195040072,1.02902469734902,0.217713819362687
"ILMN_2389590",1.05196824241673,0.970529943871347,1.14024012349282,0.217811119951186
"ILMN_1750181",1.06191154173194,0.964687055698134,1.1689346465289,0.220138839018261
"ILMN_1751161",1.07260717940588,0.958788794596016,1.19993701198584,0.220694904818841
"ILMN_1681462",0.962755587948956,0.905179046294788,1.02399445272298,0.22767370285557
"ILMN_1804601",0.958680810916264,0.89469647079616,1.0272409998457,0.231164768556814
"ILMN_2045849",0.945267453401643,0.861687871578926,1.03695385293419,0.233371015733302
"ILMN_1799887",1.04660274606848,0.970224056464576,1.12899417488116,0.238739872179211
"ILMN_1730054",0.960876754470797,0.898595020562501,1.02747524319062,0.243108541791822
"ILMN_1739508",0.96089004851869,0.898139674584578,1.0280246062722,0.246924820801576
"ILMN_1764573",0.94190167752368,0.850824228924455,1.04272861533742,0.248668789262086
"ILMN_1795852",0.934050634203442,0.83152494142365,1.04921758060815,0.250106619646795
"ILMN_1657435",1.06144794356532,0.958547171650961,1.17539519203684,0.251696113933638
"ILMN_1782704",0.936509639744301,0.836945563326222,1.04791798148543,0.252695180960191
"ILMN_1811387",1.04613315393159,0.968003149345873,1.13056923057988,0.254770711697197
"ILMN_1674228",0.956887746018212,0.886060274652755,1.03337683075641,0.261350951784316
"ILMN_1722489",1.03125784146266,0.977176539654281,1.08833224337794,0.262744780720125
"ILMN_1789507",1.05028421834294,0.963680272391633,1.14467108116949,0.263825138483671
"ILMN_1755741",0.939000106584278,0.840711429128327,1.04877984242403,0.264542633913139
"ILMN_1766650",0.940957090923724,0.844844448421797,1.04800386463283,0.268264073422101
"ILMN_2412490",1.05365562123196,0.960508721288224,1.15583559373071,0.26839144926769
"ILMN_1799243",1.05054303157777,0.962436925752406,1.14671479415008,0.269898326142589
"ILMN_1790906",1.05421422421337,0.959483983031884,1.15829722036837,0.271755019582797
"ILMN_1741768",1.065001804858,0.951397471627146,1.1921713880645,0.273834868104262
"ILMN_1690223",0.951775217194058,0.870898967880433,1.04016205952051,0.275313812754394
"ILMN_1699665",1.05039792267371,0.961488964191515,1.14752829938616,0.275860606615507
"ILMN_1753954",0.964830428676174,0.90442005832738,1.02927588516893,0.277789478526078
"ILMN_1831106",1.05680837024258,0.954587843582541,1.16997502002885,0.28707497672519
"ILMN_1743620",1.05852530412074,0.953155214100632,1.17554392284487,0.287702760825885
"ILMN_1695157",0.942997572435042,0.84612190387115,1.05096489944291,0.288594335063537
"ILMN_2144663",0.954130073165193,0.874589924775364,1.04090405197847,0.290375885517678
"ILMN_1685387",0.968181485502483,0.911602270468611,1.02827232800543,0.292563165943704
"ILMN_2269256",1.05922913809474,0.950421060208701,1.18049400835304,0.298108828581718
"ILMN_1788942",0.943338660058718,0.844175316533476,1.05415049472853,0.303307848880798
"ILMN_1802441",0.974537372291227,0.927821278893478,1.02360563569412,0.303433812929708
"ILMN_1699421",1.02978342141836,0.973767785746677,1.08902133604158,0.303730484895454
"ILMN_1731073",1.04464148751639,0.961139797793439,1.13539761847942,0.304182876932923
"ILMN_2166457",0.949503005502883,0.859621321970445,1.04878268420848,0.307133465985699
"ILMN_1685699",0.946756306299425,0.851867263459962,1.05221498931313,0.309910032723113
"ILMN_1795484",1.02353391917989,0.978526097101407,1.07061189968771,0.310652513099014
"ILMN_1688205",1.05559573491902,0.950315708162907,1.17253913200414,0.312817401421057
"ILMN_1872419",1.05725255638435,0.948820210188057,1.1780766851074,0.313254667131129
"ILMN_1796316",0.945852275671363,0.847750760082634,1.05530607522604,0.319031530683604
"ILMN_1672148",1.03048033804871,0.970765145524887,1.09386882295905,0.324222957244117
"ILMN_1783142",1.02988726561389,0.970842770693823,1.09252271520304,0.328246044870209
"ILMN_1762561",1.04393068028325,0.956736296696412,1.13907172645135,0.333978856063677
"ILMN_1783832",0.954204586121669,0.866379698091,1.05093228082543,0.341312020443175
"ILMN_1796337",0.954832129863182,0.867652943777434,1.05077082116479,0.344057515412799
"ILMN_1770424",0.964479749048883,0.893431135244181,1.04117838480205,0.354248380029632
"ILMN_1760153",0.948822886749016,0.848708585946613,1.0607467454976,0.355798571749266
"ILMN_1723418",0.962136213411239,0.885833638445657,1.04501122217669,0.35986810792592
"ILMN_1775501",0.949655366375448,0.850213032334253,1.06072864163194,0.360021486273814
"ILMN_1658499",1.04468243179691,0.951096823796969,1.14747663539467,0.361297606261092
"ILMN_1687625",1.04269696808091,0.952962958051451,1.1408806166697,0.362482636357307
"ILMN_1661266",0.95173633504172,0.854499155490443,1.06003855664287,0.368315218755638
"ILMN_1720433",0.966099109224498,0.896153892073169,1.04150358225322,0.368408487152452
"ILMN_2387224",1.0376306126184,0.956876270695635,1.12520011334393,0.371524605035031
"ILMN_1766264",1.05023825287603,0.942600680455595,1.17016718815753,0.37427051022199
"ILMN_1752075",0.957727834569156,0.869811923764649,1.05452981276526,0.37929055897166
"ILMN_1813688",1.02210887361543,0.973128188652522,1.07355491466134,0.382768695398699
"ILMN_1737041",0.955328074939168,0.861935777889534,1.05883959591702,0.383915471828652
"ILMN_2359945",1.04303793342848,0.948462448677422,1.1470439679376,0.38490125698786
"ILMN_2304512",0.953045782057959,0.854556104025304,1.06288663602076,0.387511440055935
"ILMN_2161330",1.04624037399828,0.944024687256011,1.15952361729627,0.38879834130352
"ILMN_1689336",0.953404472556395,0.855273229675133,1.06279497212347,0.389222142896366
"ILMN_1806198",1.03857804681627,0.952376002164046,1.13258246415044,0.391867906000721
"ILMN_2233576",0.964993216893311,0.889248691437302,1.04718951809192,0.392877581104651
"ILMN_1702503",1.03839057688001,0.952360462707995,1.13219209781896,0.393232816622167
"ILMN_1782705",0.962649170349877,0.881500597826516,1.05126806205262,0.39686745245321
"ILMN_2322996",1.04365083314472,0.945423964585643,1.15208319476125,0.396895148634927
"ILMN_1664660",0.964188065029749,0.885449243490155,1.04992875828929,0.401445375049127
"ILMN_1738450",0.965231617486372,0.888061768565803,1.04910729002554,0.405198991256569
"ILMN_2399463",0.962680154119526,0.87974730989547,1.05343098945731,0.407952649027685
"ILMN_1763837",1.02926361066803,0.961240329093924,1.10210063829092,0.408338055332109
"ILMN_2384785",0.953968427235567,0.852635165146931,1.06734485904704,0.41079931417857
"ILMN_2374425",0.956795705688043,0.860861498797762,1.0634207984694,0.412615406217633
"ILMN_1741430",0.952019070333204,0.84533778766803,1.07216348718818,0.417427213811483
"ILMN_1791534",0.964904960157287,0.884542234073397,1.05256882743586,0.420686727758225
"ILMN_1708580",0.95727236724737,0.859672112265631,1.06595336991952,0.426093781290707
"ILMN_1815203",1.02532449263036,0.963226322214745,1.09142606565244,0.432695336837997
"ILMN_1664464",1.03683153373184,0.946597768519733,1.13566676902462,0.436213829147608
"ILMN_1736162",0.959388636587403,0.863683127180313,1.06569936015536,0.439382113306743
"ILMN_1892548",0.961463626840068,0.869766027770261,1.06282871050539,0.44221107038858
"ILMN_1664878",0.958779357536327,0.860899714598733,1.06778738667168,0.443567456394906
"ILMN_2355486",1.03220516415992,0.951457919169153,1.11980517419919,0.445645679664621
"ILMN_1700268",1.03809537077191,0.942643892362901,1.1432122008628,0.447412631426168
"ILMN_1754920",0.973577811248516,0.908006696645521,1.04388410135866,0.451619894043306
"ILMN_1720998",1.04186101524649,0.936250840723951,1.15938413924532,0.452035854847435
"ILMN_2195385",0.965056247168448,0.878408888148143,1.06025061080869,0.458654459612663
